"blog_text","header","url","user","date","popularity","like_fave","share_rtwt","id","like_fav_group","shr_rtwt_group","source","polarity","polarity_confidence","subjectivity","subjectivity_confidence"
"are you a creative individle  why not enter the unions      student diary cover competition  visit  for details","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/524369486749507585","@AdelUniUnion","6:20 PM - 20 Oct 2014","[u'Retweet:1', u'Retweeted:1']",NA,1,483,"None","Low","twitter","neutral",0.452228968975947,"subjective",1
"are you a uni adelaide student   have been affected by the recent #bushfires  student care can provide support","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/552979821387472897","@AdelUniUnion","4:07 PM - 7 Jan 2015","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,435,"Low","Low","twitter","positive",0.464255861608595,"subjective",1
"are you a union member yet  the benefits will surprise you   pic twitter com  r ptvrhpm","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/582706479381110786","@AdelUniUnion","5:50 PM - 30 Mar 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,253,"None","Low","twitter","neutral",0.982711158951801,"subjective",1
"are you uofa staff  tell everyone via clothes   one day only sale at the general and the union office  pic twitter com wx cmiqioi","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/610704217922080768","@AdelUniUnion","12:03 AM - 16 Jun 2015","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,132,"Low","Low","twitter","neutral",0.962486071185483,"subjective",1
"at #waite campus this week  we are giving away fruit from our union office in the waite hub all week long  #yum pic twitter com nn ahu fcs","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/506240819620106240","@AdelUniUnion","5:43 PM - 31 Aug 2014","[]",NA,NA,538,"None","None","twitter","neutral",0.896641578605387,"subjective",1
"at the cloisters early bird tickets are available online and   starting tomorrow   at the general in hub central","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/485995489548959744","@AdelUniUnion","8:55 PM - 6 Jul 2014","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,614,"Low","Low","twitter","neutral",0.96146439692887,"objective",0.999996332408526
"at waite campus  head to the mcleod lawns for milkshakes   cupcakes  shake n cake at       am  free for union member     for non members","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/519644885289164800","@AdelUniUnion","5:26 PM - 7 Oct 2014","[]",NA,NA,499,"None","None","twitter","negative",0.654743876916669,"objective",0.999999999999982
"attention #jobseekers   take part in our discounted customer service and job preparation course next wednesday","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/446798929011552257","@AdelUniUnion","5:02 PM - 20 Mar 2014","[]",NA,NA,639,"None","None","twitter","negative",0.424579692455518,"subjective",0.998992678287757
"attention buddies  binders  buyers and schedule enthusiasts  the union office at the city campus will be closing at   pm this friday","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/588613157460914176","@AdelUniUnion","1:01 AM - 16 Apr 2015","[]",NA,NA,186,"None","None","twitter","neutral",0.92879481942447,"objective",0.999999386335741
"attention mummies  wolf men   women  frankensteins   draculas  get your costumes on the clubs quiz night is tonight  pic twitter com lcsgnom gu","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/527704617874776064","@AdelUniUnion","11:12 PM - 29 Oct 2014","[]",NA,NA,469,"None","None","twitter","neutral",0.993877866256681,"objective",0.999687932682901
"attention student job seekers  fantastic casual work opportunity in healthcare  apply here","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/445767977925742592","@AdelUniUnion","8:45 PM - 17 Mar 2014","[]",NA,NA,642,"None","None","twitter","positive",0.974133985743489,"objective",0.999993635655995
"attention union members floating pies aka pie floaters available right now in the hub student kitchen  #weirdfood pic twitter com diaakqxhht","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/641791428914364416","@AdelUniUnion","6:52 PM - 9 Sep 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,67,"None","Low","twitter","neutral",0.997157866920592,"objective",0.9999978669357
"aussie bbq   mcleod lawns #waite tomorrow           feasts     sausage   bread    free drinks for members  pic twitter com mnyrmwdnc","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/392140782959738880","@AdelUniUnion","9:10 PM - 20 Oct 2013","[]",NA,NA,713,"None","None","twitter","neutral",0.997201229060438,"objective",1
"aussie bbq today   mcleod lawns at waite               bbq feasts     sausage   bread      free drinks for members  pic twitter com qpg d dbps","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/392431218391654401","@AdelUniUnion","4:24 PM - 21 Oct 2013","[]",NA,NA,712,"None","None","twitter","neutral",0.991237210068475,"objective",1
"autumn fest  so good to play last night  thanks for braving the cold  incredible set up  unionauu x pic twitter com briaklhx o","twitter_hashtag_AdelUniUnion","https://twitter.com/Ollie_English/status/596874134258221057","@Ollie_English","8:07 PM - 8 May 2015","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,172,"Low","Low","twitter","positive",0.921321587176236,"objective",0.999989276989082
"auu suf islam #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586085903631679488","@AdelUniUnion","1:39 AM - 9 Apr 2015","[]",NA,NA,203,"None","None","twitter","neutral",0.830779246159054,"objective",0.963302916137251
"axl roseworthy #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586088694718672896","@AdelUniUnion","1:50 AM - 9 Apr 2015","[]",NA,NA,199,"None","None","twitter","neutral",0.775665275320406,"subjective",0.90199166092853
"bachelor of art s  garfunkle #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586089465170374657","@AdelUniUnion","1:53 AM - 9 Apr 2015","[]",NA,NA,197,"None","None","twitter","neutral",0.62481754298139,"objective",0.999993438617748
"band comp registrations are now open  sign up now   follow in the footsteps of bands like jebediah and eskimo joe","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/346445042468139008","@AdelUniUnion","6:51 PM - 16 Jun 2013","[u'Retweet:1', u'Retweeted:1']",NA,1,804,"None","Low","twitter","neutral",0.904253120882159,"objective",0.999999995331353
"band comp registrations close tonight  if your band is the next big thing  register here and get your big break","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/364646770669666304","@AdelUniUnion","12:18 AM - 6 Aug 2013","[]",NA,NA,792,"None","None","twitter","neutral",0.734797964609376,"objective",0.998141094916857
"band comp state final this weekend at  pm at fowlers live  students   free entry  general admission","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/377226768996134913","@AdelUniUnion","5:27 PM - 9 Sep 2013","[]",NA,NA,753,"None","None","twitter","neutral",0.904078533268211,"objective",0.999999957385454
"barr smith  steps #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583524344921370624","@AdelUniUnion","12:00 AM - 2 Apr 2015","[]",NA,NA,238,"None","None","twitter","neutral",0.794833773530867,"objective",0.99939957368347
"barry manilower napier #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586089718086967296","@AdelUniUnion","1:54 AM - 9 Apr 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,196,"None","Low","twitter","neutral",0.751380258718233,"subjective",0.978439057059495
"be sure to peruse the artwork in  uahubcentral  on display until aug     from  uniofadelaide students #sala #art pic twitter com qcszmtcbnu","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/502327382183665664","@AdelUniUnion","10:32 PM - 20 Aug 2014","[u'Retweet:1', u'Retweeted:1']",NA,1,549,"None","Low","twitter","neutral",0.986640596987126,"objective",0.999999998552251
"bearded gypsy band are noodling on the #uaoweek main stage now  is that a thing people say main stage  #noodling","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/570100760416882688","@AdelUniUnion","9:59 PM - 23 Feb 2015","[u'Retweet:2', u'Retweeted:2']",NA,2,398,"None","Low","twitter","neutral",0.770504046545262,"subjective",0.999994085688304
"become a #windows #ucrew ambassador in      for more information see our website","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/402600556696330241","@AdelUniUnion","4:53 PM - 18 Nov 2013","[]",NA,NA,705,"None","None","twitter","neutral",0.860539145302212,"objective",0.999999999919273
"benham mendelsohn #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586088176764129281","@AdelUniUnion","1:48 AM - 9 Apr 2015","[]",NA,NA,200,"None","None","twitter","neutral",0.775665275320406,"objective",0.999893512512952
"benny goodman crescent #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586085399149162496","@AdelUniUnion","1:37 AM - 9 Apr 2015","[]",NA,NA,204,"None","None","twitter","neutral",0.776599487413204,"objective",0.981028084764107
"best in show  a worthy best dressed winner  #auulove #harrypotterquiz #harrypotter pic twitter com vijubnbtml","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/641598252907827200","@AdelUniUnion","6:05 AM - 9 Sep 2015","[]",NA,NA,69,"None","None","twitter","neutral",0.753713062769448,"objective",0.999992657190125
"best of luck for the upcoming exams  for your own exam timetable see access adelaide  for more info see here","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/346450653402509313","@AdelUniUnion","7:14 PM - 16 Jun 2013","[]",NA,NA,803,"None","None","twitter","positive",0.57088508692399,"objective",0.999999999996166
"big crowd on the steps of the barr smith reading room  protesting cuts to education   welfare  #pmvisit pic twitter com c ccrefmnw","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/502367489699770368","@AdelUniUnion","1:11 AM - 21 Aug 2014","[u'Retweet:12', u'Retweeted:12', u'Like:4', u'Liked:4']",4,12,544,"Medium","High","twitter","neutral",0.999221051664145,"objective",0.999997671000303
"bill george murray #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586086941537378305","@AdelUniUnion","1:43 AM - 9 Apr 2015","[]",NA,NA,201,"None","None","twitter","neutral",0.904591342869697,"objective",0.998663280007385
"billy braggs #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586082885175676929","@AdelUniUnion","1:27 AM - 9 Apr 2015","[]",NA,NA,208,"None","None","twitter","neutral",0.744558640473043,"subjective",0.994338672387699
"blue cloister cult #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583524573997441024","@AdelUniUnion","12:01 AM - 2 Apr 2015","[]",NA,NA,237,"None","None","twitter","neutral",0.720044778546651,"objective",0.995181460780677
"blue skies have finally returned  good luck everyone with the exam revision this weekend   pic twitter com yruhezwghz","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/662526335500181504","@AdelUniUnion","11:06 PM - 5 Nov 2015","[]",NA,NA,43,"None","None","twitter","positive",0.559207332494836,"objective",0.999999991917906
"bob evans playing at the unibar tomorrow from  pm for the telstra road to discovery  entry is free so dont miss it","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/364939880339472384","@AdelUniUnion","7:43 PM - 6 Aug 2013","[]",NA,NA,789,"None","None","twitter","neutral",0.477567544470252,"subjective",1
"bon scott theatre #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586080118864355328","@AdelUniUnion","1:16 AM - 9 Apr 2015","[]",NA,NA,216,"None","None","twitter","neutral",0.757088110276465,"objective",0.951213165352164
"bonyth on the road #adelunibooks","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/580994173504892928","@AdelUniUnion","12:26 AM - 26 Mar 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,268,"None","Low","twitter","neutral",0.82383496800394,"objective",0.987936934110202
"bonython hall   oates #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583524814104571904","@AdelUniUnion","12:02 AM - 2 Apr 2015","[u'Retweet:2', u'Retweeted:2']",NA,2,236,"None","Low","twitter","neutral",0.787106073791089,"objective",0.997540637200641
"boo  the union are  g hosting two  halloween events for the end of term  clubs quiz night   halloween treats   unibar","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/527339598452518912","@AdelUniUnion","11:02 PM - 28 Oct 2014","[u'Retweet:1', u'Retweeted:1']",NA,1,470,"None","Low","twitter","neutral",0.937522955723458,"objective",0.999985257329007
"braggstreet boys #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583522562040135682","@AdelUniUnion","11:53 PM - 1 Apr 2015","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,246,"Low","Low","twitter","neutral",0.823960483838349,"objective",0.938440961623443
"brain food for the union quiz night #pizza #woah pic twitter com icmlssa  a","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/491864466930163712","@AdelUniUnion","1:36 AM - 23 Jul 2014","[]",NA,NA,601,"None","None","twitter","neutral",0.98200562721241,"objective",0.999808349361798
"brave new wardli #adelunibooks","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/580992881076232192","@AdelUniUnion","12:21 AM - 26 Mar 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,269,"None","Low","twitter","neutral",0.50551395416628,"objective",0.999889169965407
"breaking   #ozasia moonlantern festival has been cancelled this evening due to poor weather  apologies for inconvenience to any students","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/380597931055017984","@AdelUniUnion","12:43 AM - 19 Sep 2013","[u'Retweet:5', u'Retweeted:5']",NA,5,727,"None","Medium","twitter","negative",0.995424629884132,"subjective",0.999999948751614
"bring it on dit #adelunimovies","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/575916915790495744","@AdelUniUnion","12:11 AM - 12 Mar 2015","[u'Retweet:2', u'Retweeted:2', u'Like:1', u'Liked:1']",1,2,322,"Low","Low","twitter","neutral",0.837785841943523,"subjective",1
"but is it good news if you are in the market for a crochet death star     #exams pic twitter com lbfveutzh","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/535683365395890176","@AdelUniUnion","10:37 PM - 20 Nov 2014","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,452,"Low","Low","twitter","neutral",0.931631822122749,"subjective",1
"cage the oliphant #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583526043174047744","@AdelUniUnion","12:07 AM - 2 Apr 2015","[]",NA,NA,232,"None","None","twitter","neutral",0.685051071893571,"objective",0.996814793683713
"call out for      odirectors for oweek   olive   want to make      events incredible  register now","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/375483021342031872","@AdelUniUnion","9:58 PM - 4 Sep 2013","[]",NA,NA,759,"None","None","twitter","neutral",0.57488060008433,"objective",1
"calling all halloweeners  head to unibar tonight for treats  zombie make up   a photo booth courtesy of the union    pm     pm  #endofterm","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/528003474638639106","@AdelUniUnion","7:00 PM - 30 Oct 2014","[]",NA,NA,467,"None","None","twitter","neutral",0.717332442816583,"objective",0.999999999978292
"can do  kids is looking for volunteers for a big upcoming event  details on the union website   pic twitter com uikuh  bre","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/510295552173420546","@AdelUniUnion","10:15 PM - 11 Sep 2014","[]",NA,NA,515,"None","None","twitter","neutral",0.998800977998819,"objective",1
"can we start a petition to get paul hogan in the expendables    #crocodiledundee #auuaussiefilmfest","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/573753509524344834","@AdelUniUnion","11:54 PM - 5 Mar 2015","[]",NA,NA,355,"None","None","twitter","neutral",0.725971515883355,"subjective",1
"can yall hear that awesome sound check from  asta world   ticket will be available at the door from      pm #atthecloisters","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/626993571317481472","@AdelUniUnion","10:51 PM - 30 Jul 2015","[u'Retweet:3', u'Retweeted:3']",NA,3,108,"None","Medium","twitter","positive",0.958739198306782,"objective",0.710760356973118
"can you guess whats up next at our #auuaussiefilmfest  pic twitter com bts w rkxh","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/579903858169675777","@AdelUniUnion","12:13 AM - 23 Mar 2015","[]",NA,NA,286,"None","None","twitter","neutral",0.991531674271289,"subjective",1
"cannot express enough love for    takeaway coffees at the howling owl  just show your  unionauu card its so easy  pic twitter com brgownaiyw","twitter_hashtag_AdelUniUnion","https://twitter.com/austudentradio/status/501899207280574465","@austudentradio","6:11 PM - 19 Aug 2014","[u'Retweet:2', u'Retweeted:2']",NA,2,551,"None","Low","twitter","neutral",0.897204274430183,"objective",0.999999990926455
"carlos santos petroleum engineering #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586082666270724096","@AdelUniUnion","1:26 AM - 9 Apr 2015","[]",NA,NA,209,"None","None","twitter","neutral",0.710643530114652,"subjective",0.995525094323167
"carpooling with friends  always the driver  tell them to meet you on the bus  train or tram   pic twitter com gq lpq oi","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/578466986146951168","@AdelUniUnion","1:04 AM - 19 Mar 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,290,"None","Low","twitter","neutral",0.998488630491657,"subjective",1
"carpooling with friends  always the driver  tell them to meet you on the train  bus or tram","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/445371783143649280","@AdelUniUnion","6:31 PM - 16 Mar 2014","[]",NA,NA,643,"None","None","twitter","neutral",0.888506240384994,"subjective",1
"caution  #pmsvisit pic twitter com   cv wfmcs","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/502339338407903232","@AdelUniUnion","11:20 PM - 20 Aug 2014","[u'Retweet:1', u'Retweeted:1', u'Like:2', u'Liked:2']",2,1,548,"Low","Low","twitter","neutral",0.99676983992286,"objective",0.993352296396718
"check out  unionauus student art exhibition   on in  uahubcentral    af #adelaide pic twitter com n ofmsbgtm","twitter_hashtag_AdelUniUnion","https://twitter.com/UniofAdelaide/status/502295606388203520","@UniofAdelaide","8:26 PM - 20 Aug 2014","[u'Retweet:3', u'Retweeted:3', u'Like:1', u'Liked:1']",1,3,547,"Low","Medium","twitter","neutral",0.995167070968997,"objective",0.999999999999545
"check out odirector pop up shop in hub central  open today wed  for info on being an odirector  or register here","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/376899921271869440","@AdelUniUnion","7:48 PM - 8 Sep 2013","[]",NA,NA,755,"None","None","twitter","neutral",0.936047847157207,"subjective",0.99999999614595
"check out our fb page for the chance to win one of    double passes to see #fruitvalestation","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/389918127641092096","@AdelUniUnion","5:58 PM - 14 Oct 2013","[u'Retweet:1', u'Retweeted:1']",NA,1,717,"None","Low","twitter","neutral",0.797208658364451,"objective",0.999999999999988
"check out our stall in hub central and chat to our      odirectors find out if its for you  and sign up  more info","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/377248901075841024","@AdelUniUnion","6:55 PM - 9 Sep 2013","[]",NA,NA,752,"None","None","twitter","neutral",0.82404987845755,"subjective",1
"check out red bull grad program  an    month dive into the business  to cultivate the next generation at red bull","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/374376331292987392","@AdelUniUnion","8:40 PM - 1 Sep 2013","[]",NA,NA,768,"None","None","twitter","neutral",0.968949060538558,"subjective",0.959630988196568
"check out the  zhivagobar tent for a delish mocktail and more  #uao week #mocktail pic twitter com kkvjfz  el","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/437748628677861377","@AdelUniUnion","4:39 PM - 23 Feb 2014","[]",NA,NA,682,"None","None","twitter","neutral",0.992362797326917,"objective",0.999999881869876
"check out the #zhivago tent at #uaoweek festivities kick off at   am  pic twitter com  vwrhvxny","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/437713498944962560","@AdelUniUnion","2:20 PM - 23 Feb 2014","[]",NA,NA,686,"None","None","twitter","neutral",0.992113107806317,"objective",0.999999999934185
"check out the #zhivagobar #zhivagonightclub tent on the barr smith lawns  #uaoweek #adelaideuniversityunion pic twitter com g xkagmg u","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/438474770351284224","@AdelUniUnion","4:45 PM - 25 Feb 2014","[]",NA,NA,662,"None","None","twitter","neutral",0.991984606126178,"objective",0.999999999996513
"check out the new issue of on dit around campus   its a cracker  pic twitter com  t jjmyczw","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/450838009030533121","@AdelUniUnion","8:32 PM - 31 Mar 2014","[]",NA,NA,628,"None","None","twitter","neutral",0.993232084446853,"objective",0.999391620657412
"check out the podcast for student radio program midnight science  seriously good listening","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/365640636306698241","@AdelUniUnion","6:08 PM - 8 Aug 2013","[]",NA,NA,786,"None","None","twitter","positive",0.530808099947943,"subjective",0.999864513320864
"check out this juicy opportunity from union employment services","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/542826651097108481","@AdelUniUnion","3:42 PM - 10 Dec 2014","[]",NA,NA,445,"None","None","twitter","neutral",0.547572919595306,"subjective",0.999913586787933
"chemical engineering brothers #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583528106369032193","@AdelUniUnion","12:15 AM - 2 Apr 2015","[]",NA,NA,226,"None","None","twitter","neutral",0.876356482285045,"objective",0.62770818301504
"clubs fest from   am   pm today   wed in hub central  free popcorn  balloon creations  great clubs   more","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/364566388322476032","@AdelUniUnion","6:59 PM - 5 Aug 2013","[]",NA,NA,793,"None","None","twitter","positive",0.811672311373409,"subjective",0.999996477031414
"clubs fest in hub central from   am  pm today  tomorrow and wed  check out clubs stalls  free popcorn   see the amazing balloon animals","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/364188959032610816","@AdelUniUnion","5:59 PM - 4 Aug 2013","[]",NA,NA,795,"None","None","twitter","positive",0.906195436822642,"subjective",0.999999931329217
"clubs fest is happening next week from mon   wed in hub central  check out all the great clubs available to join","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/363088951097425920","@AdelUniUnion","5:08 PM - 1 Aug 2013","[u'Retweet:1', u'Retweeted:1']",NA,1,796,"None","Low","twitter","neutral",0.582578743393707,"subjective",1
"come along      next friday when our aussie film will be the musical bran nue dae #auuaussiefilmfest rsvp","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/573770941794160640","@AdelUniUnion","1:03 AM - 6 Mar 2015","[]",NA,NA,330,"None","None","twitter","neutral",0.894633629671781,"objective",0.999999891201389
"come along to reunion   happening now   food truck  giveaways   free movie tix  follow the balloons pic twitter com  ux ogzx t","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/362396353852227584","@AdelUniUnion","7:16 PM - 30 Jul 2013","[]",NA,NA,797,"None","None","twitter","neutral",0.996163603017275,"objective",0.999999982199464
"come and check out the amazing vintage cars on campus  #    fordanglia   e #delorean #backtothefuture #harrypotter #uaoweek","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/438463186275016704","@AdelUniUnion","3:59 PM - 25 Feb 2014","[]",NA,NA,666,"None","None","twitter","positive",0.975789424652688,"objective",0.999999999999971
"come get a free sausage  stat  todays free members bbq is on the med school  just across frome rd        am onwards  pic twitter com wtydrbtqsv","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583063764573913088","@AdelUniUnion","5:30 PM - 31 Mar 2015","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,251,"Low","Low","twitter","neutral",0.99750556053266,"objective",0.999999999999958
"come to #healthybodieshealthyrelationshipsday tomorrow in hub central from   am  pm   take time to focus on your health and well being","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/468566783805255682","@AdelUniUnion","6:40 PM - 19 May 2014","[u'Retweet:2', u'Retweeted:2']",NA,2,619,"None","Low","twitter","neutral",0.470321764046132,"subjective",0.999996303193995
"come work behind the scene and see some great live music  via  unionauu #uaopennight","twitter_hashtag_AdelUniUnion","https://twitter.com/jenniferetoile/status/541428020506943489","@jenniferetoile","7:04 PM - 6 Dec 2014","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,450,"Low","Low","twitter","positive",0.86516051903234,"subjective",0.999470685671464
"coming soon   lots and lots of adelaide university clubs   #uaoweek pic twitter com vnkjm cied","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/568958089262551040","@AdelUniUnion","6:19 PM - 20 Feb 2015","[u'Retweet:1', u'Retweeted:1', u'Like:2', u'Liked:2']",2,1,414,"Low","Low","twitter","neutral",0.975586317525568,"objective",0.999999944111987
"congrats to  ncbc sa final winner from flinders  apolarbear  great effort too from our bands   skeleton club   prophets of impending doom","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/379457948868964352","@AdelUniUnion","9:13 PM - 15 Sep 2013","[]",NA,NA,740,"None","None","twitter","positive",0.502218418988553,"objective",0.781300566793299
"congrats to band comp heat   winners   prophets of impending doom     in the city   funk latin union  heat      pm tonight at the unibar","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/370362422005342208","@AdelUniUnion","6:50 PM - 21 Aug 2013","[]",NA,NA,780,"None","None","twitter","neutral",0.899826454112216,"objective",0.999999999994368
"congrats to hp quiz social media comp winners  vonmunster and  jonnograce  #supanova tickets are coming your way  pic twitter com j gxj  o z","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/641884101264314368","@AdelUniUnion","1:01 AM - 10 Sep 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,66,"None","Low","twitter","neutral",0.961793305365105,"objective",0.999993224236907
"congrats to our  nd band comp heat winners   the skeleton club  wild things   the informers  adelaide uni final   th aug   unibar at  pm","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/370760581273632768","@AdelUniUnion","9:13 PM - 22 Aug 2013","[]",NA,NA,776,"None","None","twitter","neutral",0.517437700127354,"objective",0.999999999998785
"congrats to our band comp winners   skeleton club and prophets of impending doom who will be taking on unisa   flinders at the state final","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/374355979556904960","@AdelUniUnion","7:19 PM - 1 Sep 2013","[u'Retweet:1', u'Retweeted:1']",NA,1,769,"None","Low","twitter","neutral",0.758500761360028,"subjective",0.900831294739764
"congrats to our winners from our #stresslessday #playdoh station  thanks to everyone for your excellent creations  pic twitter com q rpoo f t","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/610972413052985344","@AdelUniUnion","5:49 PM - 16 Jun 2015","[u'Retweet:3', u'Retweeted:3', u'Like:3', u'Liked:3']",3,3,131,"Medium","Medium","twitter","positive",0.976293046038638,"subjective",0.999998822565501
"congratulations to tahnee bishop and matty parsons who have each won a ticket to #stereosonic #adelaide through our #onlinesurveycomp","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/407715805241954304","@AdelUniUnion","7:39 PM - 2 Dec 2013","[]",NA,NA,704,"None","None","twitter","neutral",0.440167227707305,"subjective",0.644955466657909
